"","empresa_index","btm_est","btm_lwr","btm_upr","empresa","org_type","org_reference","avg_length","se_btm","naics"
"377",377,2.815496476,1.848035106,3.841431805,"Siemens","Large","Siemens is the technology company for industry, infrastructure, and transportation, and we provide the operating system for digitally transforming OT. a German multinational technology conglomerate. It is focused on industrial automation, building automation, rail transport and health technology. We support companies and communities to enhance resilience across the energy landscape, creating a more reliable, affordable, and sustainable energy system. We pioneer breakthroughs in healthcare. For everyone. Everywhere. Sustainably. Discover more about our innovative medtech and the people behind it. Siemens AG (Berlin and Munich) is a leading technology company focused on industry, infrastructure, mobility, and healthcare. Operating in 81 countries, Siemens Gamesa offers an extensive range of onshore wind turbine technologies to cover all wind classes and site conditions. By ... Siemens Healthineers USA enables healthcare providers to increase value by expanding precision medicine, transforming care delivery, improving patient ... Siemens. Automation Machinery Manufacturing. We create technology to transform the everyday, for everyone. See jobs Follow · Report this company; Close menu. Siemens Aktiengesellschaft, a technology company, focuses in the areas of automation and digitalization in Europe, Commonwealth of Independent States, ... At Siemens Energy, we aim to energize society and shape the future of the energy sector. We believe in driving energy efficiency, harnessing renewable energy ...",2958,0.508519566,"31-33"
"378",378,2.168426991,1.069595035,3.376051533,"Comstock & Theakston","Other","As the oldest duty drawback specialist organization in the country, Comstock & Holt, Inc. (Comstock) provides a comprehensive and universal ... Comstock & Holt, Inc. is a duty drawback company that was established in 1856. Duty drawback is the refund on duties and fees paid on imported merchandise. Holt is proud to be a wholly owned subsidiary of Comstock & Theakston, Inc. (Comstock) since 1987 and together these two long-standing service providers ... Comstock & Theakston is a duty-drawback company that refunds duties and fees paid on imported merchandise. Comstock & Theakston, Inc. is a Wholesale Import and Export, Freight & Logistics Services, and Transportation company located in Oradell, New Jersey with $5 ... Comstock & Theakston's CEO is David Simcox How do I contact Comstock & Theakston? Comstock & Theakston contact info: Phone number: (201) 967-1220 Website: www. COMSTOCK & THEAKSTON, INC. · Accounting, Tax Preparation, Bookkeeping, and Payroll Services · Advertising, Public Relations, and Related Services ...",8148,0.58838176,"42"
"379",379,-0.258746064,-1.026137982,0.473816823,"Footwear Distributors & Retailers of America","Sector","FDRA is the shoe business and trade association, representing over 95% of the entire footwear industry, providing members with innovative products, ... Founded in 1944 by the footwear industry, the Footwear Distributors and Retailers of America (FDRA) is the oldest and largest footwear trade association in the ... The Footwear Distributors and Retailers of America is the footwear industry's business and trade association. We cover all things footwear! Founded in 1944, FDRA is the oldest, largest, and most effective footwear trade association in the US - fighting for lower costs and promoting the free flow of ... Name:FDRA - Footwear Distributors and Retailers of America Address:200 Massachusetts Ave, NW, Suite 700 Place:Washington Email:info@fdra.org. Go beyond the (shoe) box with FDRA as we dive deep into the industry covering topics from trends, reports, politics, and more! Footwear Distributors & Retailers of America (FDRA) is a prominent trade association representing 95% of the footwear industry in the United States.",3582.666667,0.382641532,"42"
"380",380,-0.300547265,-1.564533928,0.92739643,"Almond Alliance of California","Agri","The Voice of American Almonds The Voice of American Almonds 2025 Annual Convention Our 43rd Annual Convention will be held April 28 - May 1, ... The Almond Hullers and Processors Association (AHPA) officially became the Almond Alliance of California (AAC), effective Aug. 1, 2016. 916 likes 󱞋 1.2K followers The Almond Alliance is the premier advocate dedicated to the California almond community. The Almond Alliance is a trade association fully dedicated to advocating for & protecting the almond industry. 121 W. Main Street, Suite E, Turlock, California ... The Almond Alliance is dedicated to educating state and federal elected officials, policymakers and regulators about the California almond community. As a ... The Almond Alliance is dedicated to educating state and federal elected officials, policy makers and regulators about the California almond community. As a ...",2344,0.63569652,"11"
"381",381,0.296303796,-0.454180113,1.046212723,"Association of American Publishers","Sector","The Association of American Publishers (AAP) represents the leading book, journal, and education publishers in the United States on matters of law and policy, ... The Association of American Publishers (AAP) is the national trade association of the American book publishing industry. AAP lobbies for book, ... The Association of American Publishers represents the leading book, journal, and education publishers in the United States on matters of law and policy, ... The Association of American Publishers (AAP) is the largest US trade association for the consumer, educational, professional and scholarly publishing ... We represent the publishing industry's legislative, regulatory, and trade priorities regionally, nationally and worldwide. These include copyright and related ... The AAP protects and advances the vitality of the U.S. publishing industry by (1) advocating for policies that incentivize the lawful publication of non...",5785.333333,0.382753275,"51"
"382",382,0.662370366,-0.414021441,1.803407501,"Small Business & Entrepreneurship Council","Not firm","JOIN SBECOUNCIL ... an ecosystem for success. TAKE ACTION. Become an advocate for small business. STAY CONNECTED. Sign up for enews. Provide your email address. SBE Council is a nonpartisan, nonprofit advocacy, research and education organization that works to protect small business and promote entrepreneurship. ""The Small Business and Entrepreneurship Council (SBE Council) is a 501c(4) advocacy, research and training organization dedicated to protecting small ... SBE Council is a nonpartisan advocacy, research and education organization dedicated to protecting small business and promoting entrepreneurship. We create and distribute educational content for entrepreneurs and those individuals who want to start businesses to help them succeed in the marketplace, and ... The Small Business and Entrepreneurship Council (SBE Council) is an advocacy, research and education organization dedicated to protecting small business and ... Small Business & Entrepreneurship Council protects small business & promotes entrepreneurship. We strengthen the ecosystem for startup & biz success! Small Business/Entrepreneurship Council organization profile. Contributions in the 2024 cycle: $0. Lobbying in 2024: $100000. Outside Spending in the 2024 ... The Small Business and Entrepreneurship Council (SBE Council) is a 501c(4) advocacy, research, education and networking organization dedicated to protecting ... Small Business is The Heartbeat of Our Economy. What's Happening On The Floor · Committee Schedule & Events ...",4152,0.565670648,"54"
"383",383,0.35371546,-0.681280735,1.33797822,"Yum! Restaurants International","Large","We're building the world's most loved, trusted and connected restaurant brands in partnership with the best franchise operators in the business. The company operates KFC, Pizza Hut, Taco Bell and Habit Burger & Grill since 2020, except in China, where the brands are operated by another company known as ... Yum! Restaurants International | 40531 followers on LinkedIn. Yum! Brands, Inc., is the world's largest restaurant company in terms of system restaurants ... Notable brands associated with YUM include KFC, Taco Bell, Pizza Hut, and Habit Burger and Grill. The company's products cater to a wide range of customers ... Yum brands has over 55,000 franchise units in the world. Toro Taxes Franchise is building. Kentucky Fried Chicken Pty. Ltd. Australia. KFC (Pty) Ltd f/k/a Yum Restaurants International (Proprietary) Limited. The Company's KFC, Taco Bell and Pizza Hut brands are global leaders of the chicken, Mexican-style food, and pizza categories, respectively. The ...",5489.5,0.51511708,"72"
"384",384,-0.811679293,-1.957035648,0.256620614,"Ivaco Rolling Mills LP","Other","Ivaco Rolling Mills is a world-class producer of hot rolled wire rod and steel billets. Our facilities are located on the banks of the Ottawa River in L' ... Ivaco Rolling Mills steel plant is a steel plant in L'Orignal, Ontario, Canada that operates electric arc furnace (EAF) technology. Ivaco Rolling Mills 2004 L.P. provides steel products. The Company offers hot rolled wire rod, cast steel billets, electric arc furnace, basic oxygen ... Ivaco Rolling Mills is your first choice with his high quality of steel products and services. Ivaco Rolling Mills 2004 L.P. · Aerospace Product and Parts Manufacturing · Agriculture, Construction, and Mining Machinery Manufacturing · Alumina and Aluminum ... Established in 1970, Ivaco Rolling Mills is headquartered in L'Orignal, Ontario. They are a producer of hot rolled wire rod and continuous cast steel billets. The inspections listed on SAFER are conducted in accordance with the North American Standard Inspection Program which was created by the Commercial Vehicle ...",6585,0.56470823,"31-33"
"385",385,-1.306946217,-2.350774304,-0.344739343,"MCT Dairies","Other","MCT Dairies, Inc. is the world's largest dairy supplier of Retail, Food Service and Ingredient products. We partner with companies around the globe. MCT is a premiere Global dairy partner of Retail, Food Service, and Ingredients. Website: http://www.mctdairies.com. External link for MCT ... MCT Dairies delivers high-quality products, services, and specialized formulations at the best possible price and with complete logistics and customer service ... MCT Dairies, Inc., Chatham, New Jersey. 139 likes. MCT Dairies, your leading global dairy partner, offering innovative solutions! MCT Dairies, Inc. is your full-service supplier of quality domestic and imported cheese and dairy ingredients. MCT Dairies, Inc. is the world's largest dairy supplier of Retail, Food Service and Ingredient products. We partner with companies around the globe.",52401,0.511743613,"42"
"386",386,-0.302741638,-1.512968228,0.815995009,"Neutronics Refrigerant Analysis","Other","The Legend Series™ HFC is the most advanced refrigerant analyzer in the market and provides the latest in NDIR technology to support refrigerant testing before ... The Neutronics Legend Series takes refrigerant analysis to a new level by combining the performance of Ultima ID with the outstanding feedback received from our ... Neutronics - 7-08-1234-40-0 - Features · Quickly and accurately determines refrigerant purity · Advanced ergonomic design · Analyzes percentage purity ... The Neutronics, low cost Mini ID™ R-1234yf Refrigerant Identifier helps you verify the presence and quality of R-1234yf refrigerant in vehicle air conditioning ... Neutronics Refrigerant Analysis designs and manufactures advanced refrigerant analysis instrumentation for automotive, HVAC, military and customs. Neutronics Refrigerant Analysis designs and manufactures advanced refrigerant analysis instruments for automotive and HVAC/R professionals around the globe. The Neutronics refrigerant analyzer indicates how pure the refrigerant is, what percentage of the fluid in the fluid content is, and whether there is air in it. The Neutronics Legend Series Refrigerant Analyzer is a refrigerant identifier and analyzer for the past, present, and future. Service R-12, R-134a, ... Legend Series™ HFC Refrigerant Analyzer. Quick view. Compare Add to Cart The item has been added. Legend Series™ HFC Refrigerant Analyzer. Brand: Neutronics. Find many great new & used options and get the best deals for Neutronics Ultima ID Handheld 1234yf Automotive Refrigerant Analysis at the best online prices ...",1602,0.594123275,"31-33"
"387",387,0.494287515,-0.661743378,1.724077478,"Renewable Energy Group","Large","Chevron Renewable Energy Group is a leader in the biofuels industry, providing lower carbon fuel solutions to fleets. Renewable Energy Group is a biodiesel production company headquartered in Ames, Iowa. The company operates 12 biorefineries and a feedstock processing ... The Company is a global producer and supplier of renewable fuels, such as biodiesel and renewable diesel, renewable chemicals and other products. Renewable Energy Group, headquartered in Ames, Iowa is an international producer of cleaner fuels and one of North America's largest producers of biodiesel. Chevron will acquire the outstanding shares of REG in an all-cash transaction valued at $3.15 billion, or $61.50 per share. Chevron Renewable Energy Group Inc (CREG), a subsidiary of Chevron Corp, transforms renewable resources into lower-carbon solutions. At RER Energy Group, our goal is to be your long-term strategic business partner and an educational resource as you consider various renewable energy options. Our portfolio of fuel solutions includes traditional fuels, fuel blends, biodiesel, renewable diesel, R-CNG and hydrogen. Connect with us to discover what fuel ... Renewable Energy Group produces and supplies renewable fuels like biodiesel and renewable diesel, renewable chemicals, and other products. Renewable Energy Group Limited Room A-E, 23/F, Billion Plaza 2, 10 Cheung Yue Street, Cheung Sha Wan, Kowloon, Hong Kong Phone: (852) 2510 7727 Facsimile: ...",3147,0.608627769,"31-33"
"388",388,-0.057410511,-0.804585269,0.662561489,"General Aviation Manufacturers Association","Sector","The General Aviation Manufacturers Association (GAMA) exists to foster and advance the general welfare, safety, interests, and activities of the global business ... The General Aviation Manufacturers Association (GAMA) is the industry trade association representing general aviation (non-military & non-airliner) aircraft ... GAMA is an international trade association representing over 100 of the world's leading manufacturers of general aviation airplanes and rotorcraft, engines, ... GAMA is an international trade association representing over 100 of the world's leading manufacturers. 󱙶. Follow. 󰟝. Posts. The General Aviation Manufacturers Association (GAMA) represents more than 140 of the world's leading manufacturers of general aviation airplanes ... GAMA represents aircraft producers and related businesses, and works with AOPA and other groups to promote aviation-friendly policies at the national level. Videos ; GAMA 2025 State of the Industry Press Conference. 138 views. 4 months ago ; 2024 GAMA Aviation Design Challenge – CubCrafters Manufacturing Experience.",3864.5,0.374272132,"31-33"
"389",389,-1.77127552,-2.794273804,-0.832840636,"Automotive Aftermarket Industry Association","Sector","The auto care industry keeps vehicles moving, and the Auto Care Association is dedicated to helping every one of those vehicles last longer. A listing of trade associations that represent the automotive aftermarket. Includes SEMA, AASA, Auto Care, MEMA. Formerly known as the Automotive Aftermarket Industry Association (AAIA), the organization was established in July 1999 upon the consolidation of the Automotive ... AAIA is a Bethesda, Md.-based association whose more than 23,000 member and affiliates manufacture, distribute and sell motor vehicle parts, accessories, ... A nonprofit trade association representing the automotive parts manufacturers, distribution, service and repair industry. Auto Care Association, formerly Automotive Aftermarket Industry Association (AAIA). Address: 7101 Wisconsin Ave. Suite 1300. Bethesda. Maryland. 20814. AAPEX represents the over $2.3 trillion global automotive aftermarket industry, and is co-owned by the Auto Care Association and MEMA, The Vehicle Suppliers ... The association works to serve the automotive aftermarket industry by expanding the consumer market and preserving and enhancing the sale of ... The Auto Care Association is the voice for the auto care industry—a coast-to-coast network of 500,000 independent manufacturers, distributors, parts stores ... AAIA is a not-for-profit trade association for the automotive aftermarket that represents suppliers, distributors, retailers, service providers, educators, and ...",82192,0.500365604,"42"
"390",390,2.029056961,1.007325839,3.129714991,"Federation of Korean Industries","Cross","The Federation of Korean Industries, 46~47F, FKI TOWER, 24, Yeoui-daero,Yeongdeungpo-gu, Seoul, Korea, 07320, TEL. 02)3771-0114, FAX. The Federation of Korean Industries (FKI) is a major economic organization in South Korea. Founded in 1961, it has more than 600 members among Korean ... FKI, the Federation of Korean Industries, was founded in 1961 as a non-profit, independent organization consisting of Korea's major conglomerates and ... Founded in 1961, the Federation of Korean Industries is a private, not-for-profit organization pursuing economic development and international cooperation ... The Federation of Korean Industries operates as a association for domestic industries. The Company promotes economic policies, free market economic system, and ... The FKI, which represented the interests of several hundred companies, was considered South Korea's most powerful business organization. FKI-IMI offers a platform for business leaders to foster their strategic management competence and leadership for the 21st century knowledge economy era through ... An independent think tank producing data-driven analysis on how business and finance are impacting the climate crisis. FKI represents major Korean companies such as Samsung, LG and Hyundai Motors. The headquarters is located on Yeoi-Dae-Roh, the main through-road in Seoul and is ...",3831,0.541425804,"54"
"391",391,-1.813363487,-3.097569956,-0.68549699,"Association of Home Appliance Manufacturers","Sector","What We Do · Advocacy · Economic Impact · AHAM Verifide · Industry Data & Research · Membership · Standards · Verification Programs · Certification Programs. The Association of Home Appliance Manufacturers or AHAM represents the manufacturers of household appliances and products/services associated with household ... Its mission is serving the home appliance industry while delivering value to consumers through leadership, education and advocacy. AHAM's head office is located ... In times of extreme heat, an air conditioner is your most important appliance. Learn how to maximize your AC performance. blog.aham.org/smash-throu… #heatwave2025 #heatwave AHAM is the trade association of the home appliance manufacturing industry with offices in the United States and Canada. AHAM, the Association of Home Appliance Manufacturers, represents the manufacturers of household appliances and products/services associated with hous. The Association of Home Appliance Manufacturers (AHAM) provides information on a wide range of appliances through its “Just for Consumers” website. AHAM utilizes independent labs to test and verify home appliances such as room air cleaners/purifiers, room air conditioners, and dehumidifiers. Room air cleaners certified through the AHAM Verifide® program have been tested by an independent laboratory to ensure the product will perform to the ... AHAM represents manufacturers of a full spectrum of major, portable and floor care appliances, as well as suppliers to the industry. The association is.",6417,0.615324736,"31-33"
"392",392,-0.002524252,-1.062572925,1.068166063,"Minnesota Farm Bureau","Agri","The Minnesota Farm Bureau Federation represents agriculture producers like you as a strong voice in our state, and around the world. © Copyright 2025 Minnesota ... Minnesota Farm Bureau Federation, Eagan, Minnesota. 4714 likes · 106 talking about this · 60 were here. The Voice of Agriculture in Minnesota. The Century Farm and Sesquicentennial Farm programs honor the legacy of family farms in the state of Minnesota. Since its inception, over 11,000 family farms ... 3080 Eagandale Pl. EaganMN55121. Mailing Address. Minnesota Farm Bureau. P.O. Box 64370. St. PaulMN55164. Contact Us. Email: info@fbmn.org. Phone ... Farm Bureau Financial Services is all about you - your family, your home, your future. Find an Agent or Financial Advisor The Minnesota Farm Bureau Federation represents agriculture producers like you as a strong voice in our state, and around the world. © Copyright 2025 Minnesota ... The Minnesota Farm Bureau Federation is made up of 78 county or regional Farm Bureaus. Because of this, each county or regional group determines its own dues.",1908,0.543555864,"11"
"393",393,-1.264749513,-2.211698872,-0.374674107,"Keurig Green Mountain","Large","Packed with goodness for a smooth & balanced taste. Dozens of sustainably sourced varieties, one just right for you. Shop varieties · Green Mountain Coffee Roasters Maple Pecan, 24 ct. · New England Coffee Caramel Apple, 24 ct. · Dunkin Falling for Maple Coffee, 22 ct. On July 9, 2018, Keurig Green Mountain acquired the Dr Pepper Snapple Group in an $18.7-billion deal. The combined company was renamed Keurig Dr Pepper, and ... Green Mountain Coffee Breakfast Blend k cups available at Keurig.com. Start your day with this sweet and engaging light blend of coffee. Keurig Dr Pepper is a leading beverage company in North America, with a portfolio of more than 125 owned, licensed and partner brands and powerful ... The blend receives positive feedback for its quality, smoothness, and value for money, with one customer noting it's not too strong or bitter. The light roast ... The Company employs more than 25,000 employees and operates more than 120 offices, manufacturing plants, warehouses and distribution centers ... Curated collection of coffees from Green Mountain Coffee Roasters®. • Light, Medium, and Dark roasts • Caffeinated • 100% Arabica coffee Crafted from 100% responsibly sourced coffee and compatible with all Keurig K-Cup makers, it's the ideal companion to kickstart your day with a taste of ...",1094,0.468628767,"31-33"
"394",394,0.541439825,-0.435875666,1.598352472,"Harley-Davidson Motor Company","Large","For over 120 years, Harley-Davidson has been more than a motorcycle brand. It's a global community and a way of life. Our bikes are a symbol of innovation, ... Harley-Davidson, Inc. (H-D, or simply Harley) is an American motorcycle manufacturer headquartered in Milwaukee, Wisconsin. Founded in 1903, it is one of ... A consumer-led company that's driven to win, lead and deliver a Harley-Davidson experience that our riders expect and deserve. New at Harley-Davidson. Learn to Ride. Customer Support. Financing. Motorcycle Services. Insurance. About Us. Other Products. Harley-Davidson, Milwaukee. 4066508 likes · 38824 talking about this · 20219 were here. United We Ride. Since 1903. Harley-Davidson Motor Company is an American manufacturer of motorcycles based in Milwaukee, Wisconsin. The company offers touring and custom Harleys ...",3549,0.51893575,"31-33"
"395",395,-0.515186428,-1.599446085,0.554953308,"Hyundai-Kia Machine America Corporation","Other","HYUNDAI WIA Machine America Corp · High-precision machining by improved spindle quality · High-speed roller type LM guide in all axis · Various motors and columns ... We at Hyundai WIA Machine America is proud to bring a high-quality lineup of more than 100 different CNC machines to the manufacturing market in the Americas. We are reaching new heights as a global machine tool builder, with a complete range of state-of-the-art turning centers, machining centers and multitasking ... Hyundai WIA Machine America Corporation Supplies the Following Products · Boring · CNC Turn/Mill Machines · Encoders/Resolvers · High Speed Machining Centers ... Hyundai-Kia is a world-class supplier of drilling, turning, and milling equipment. The company has factories in Asia and Sales, Service, and Technical ... From small-footprint vertical and horizontal machining centers, Hyundai WIA machining centers deliver. More than 100 CNC machines. Hyundai Wia Corporation, founded in 1976, is a member of Hyundai Motor Group and is the second biggest automotive parts manufacturer in South Korea. 450 Commerce Blvd. Carlstadt, NJ 07072 US 201-987-7298 info@hyundai-wiamachine.com · machine.hyundai-wia.com/usa. Hyundai WIA America Corp is a leading supplier of CNC machine tools and automated manufacturing solutions, serving the metalworking community in the ...",1254,0.549591682,"31-33"
"396",396,-0.661769294,-1.910590802,0.500073794,"Council for Global Immigration","Cross","The Council for Global Immigration (formerly known as the American Council on International Personnel), a strategic affiliate of SHRM, is a not-for-profit trade association comprised of leading multinational corporations, universities, and research institutions committed to advancing the employment-based immigration of ... The Council for Global Immigration (CFGI), an affiliate of SHRM, is the leading employer network dedicated to advancing employment-based ... ​​​​​​​​​​​The Council for Global Immigration (CFGI) aims to provide the resources and support necessary to advance employment-based immigration of highly ... Council for Global Immigration spent $300699 lobbying in 2018. See the details. The Council for Global Immigration's second Employer Immigration Metrics Survey provides new insights into the obstacles that multinational employers face ... Council for Global Immigration ... ATTENTION: The existence of a recruiter or company on Contratados.org does not guarantee that it is trustworthy. Read more here ... The American Immigration Council is a non-profit, non-partisan organization. Sign up for our emails. Donate Now. Exempt Organization profiles. Includes organization names, addresses, etc. You can merge this with the raw filing data using EIN numbers. Form 990 documents. ​​​​​​​​​​​The Council for Global Immigration (CFGI) aims to provide the resources and support necessary to advance employment-based immigration of highly ... Through this network, the Council offers research, technical assistance, and strategic advice to chambers on issues of immigration, immigrant integration, and ...",5049,0.614965458,"54"
"397",397,0.579778127,-0.338376495,1.54395222,"United Fresh Produce Association","Agri","IFPA is a trade association that grows prosperity for all companies in the global fresh produce and floral supply chain. Founded in 1904, the United Fresh Produce Association brings together companies across every segment of the fresh produce supply chain, including growers, ... No information is available for this page. · Learn why United Fresh represents the interests of member companies throughout the global, fresh produce supply chain, including family-owned, private and publicly trade ... International Fresh Produce Association (IFPA) offers top-quality and more in 1901 Pennsylvania Ave NWSte 1100 Washington. Fresh and perishable solutions. United Fresh Produce Association is the industry's leading trade association committed to driving the growth and success of produce companies and their partners ... The International Fresh Produce Association (IFPA) is the largest and most diverse international association, serving the entire fresh produce and floral supply ... The International Fresh Produce Association (IFPA) is the largest and most diverse international association serving the entire fresh produce and floral supply ... Founded in 1904, the United Fresh Produce Association brings together companies across every segment of the fresh produce supply chain, including growers, ...",4116,0.480185897,"42"
"398",398,0.217402357,-0.930872892,1.362426111,"Canada-Arizona Business Council","Cross","A 501(c)6 non-profit corporation connecting and elevating Canadian and Arizona businesses through one degree of separation for rapid growth. The Canada Arizona Business Council (CABC) is a non-profit Arizona Corporation whose purpose is to promote increased trade and investment between the State of ... Mission. To promote increased bi-lateral trade and investment between the state of Arizona and the nation of Canada. Facilitate interactions between ... Canada Arizona Business Council (CABC) is a non-profit organization that aims to promote and enhance trade, investment, and tourism between Canada and ... Canada-Arizona Business Council, Phoenix, AZ. 2 likes. Business service. The City of Surprise is a proud member of the Canada Arizona Business Council. Canada Arizona Business Council logo. Contact Us. Economic Development. 16000 N ... Glenn Williamson, founder and CEO of Canada Arizona Business Council, joined “Arizona Horizon” to talk about ongoing relations between the two ... The Canada Arizona Business Council is a Bilateral Canada Arizona Non Profit that also promotes investment into Canada from Arizona a very ... Canada Arizona Business Council. Phoenix, AZ; Tax-exempt since Dec. 2006; EIN: 20-2318295. Subscribe. Learn more about Canada Arizona Business Council in commercial real estate.",18030,0.585025256,"54"
"399",399,-0.137838856,-1.063126484,0.739792553,"Raytheon","Large","At RTX, we're accelerating ideas to solve some of the world's biggest challenges by bringing together the brightest, most innovative minds across aviation, ... Raytheon is a business unit of RTX Corporation and is a major US defense contractor and industrial corporation with manufacturing concentrations in weapons Raytheon | 1109790 followers on LinkedIn. Raytheon, an RTX business, creates next-generation defense solutions that are smarter, faster and better than ... RTX is an aerospace and defense manufacturer formed from the merger of United Technologies and Raytheon, with roughly equal exposure as a supplier to commercial ... RTX Corporation is an aerospace and defense company, which provides advanced systems and services for commercial, military, and government customers worldwide. Raytheon Technologies Corp. engages in the provision of aerospace and defense systems and services for commercial, military, and government customers. The Raytheon-Technologies price today is 144.29, a 0.07% change in the last 24 hours and 2.22% in the past week. Raytheon-Technologies price changed by ... The world's second-largest military company, formerly known as Raytheon Technologies. It makes missiles, bombs, components for fighter jets, ... RTX Corp. is an aerospace and defense company, which engages in the provision of aerospace and defense systems and services for commercial, military, and ...",2133,0.459928326,"31-33"
"400",400,0.977009879,-0.091743439,2.05875863,"Ford Motor Company","Large","... Ford Motor Company employees, friends and family members of eligible employees, and Ford Motor Company eligible partners. Restrictions apply. See your Ford ... Ford is the second-largest American-based automaker, behind General Motors, and the sixth-largest in the world, behind Toyota, Volkswagen Group, Hyundai Motor ... The official YouTube channel for Ford Motor Company. Subscribe for weekly videos showcasing our vehicles, innovation and stories that inspire you to go ... Ford put the world on wheels over a century ago, and our teams are re-inventing icons and creating groundbreaking connected and electric vehicles for the next ... Ford Motor Company. 17315779 likes · 31950 talking about this. Helping to build a better world where every person is free to move and pursue their dreams. Ford Motor Company develops, delivers, and services Ford trucks, sport utility vehicles, commercial vans and cars, and Lincoln luxury vehicles worldwide. Helping to build a better world where every person is free to move and pursue their dreams. 1 American Rd, Dearborn, Michigan 48126",34996,0.548597467,"31-33"
"401",401,-0.338180077,-1.06674179,0.372296009,"Association for Affordable Medicine","Sector","The Association for Accessible Medicines (AAM) works to ensure that more generic and biosimilar medicines are accessible to more people who need them. As the primary lobby for makers of generic drugs, AAM's stated mission is to advocate for public policies that facilitate timely access to lower-cost, FDA- ... AAM represents the manufacturers and distributors of finished generic pharmaceuticals and biosimilars, manufacturers and distributors of bulk pharmaceutical ... Our effort to expand patientaccess to affordable generic and biosimilar medicines. Check out highlights and photos from the conference. Association for Accessible Medicines promotes policies to ensure generic & biosimilar medicines are accessible to people who need them. AAM is the nation's leading trade association for manufacturers and distributors of FDA-approved generic and biosimilar medicines. AAM is dedicated to improving. AAM's plan aims to stabilize the market, promote competition, and ensure that the promise of affordable, life-saving medicines remains a reality ... The Biosimilars Council is part of the Association for Accessible Medicines (AAM), which seeks to improve access to safe, quality, and effective medicines ... Generic drugs and biosimilars have the potential to reduce costs and improve access to life-saving treatments, but outdated policies and entrenched incentives As of 2018, 90 percent of prescriptions filled in the United States are low-cost generics which account for roughly 22 percent of total drug spending.3 Most ...",6811.666667,0.367101479,"31-33"
"402",402,0.905311139,0.03797964,1.824258479,"Daewoo International","Large","POSCO DAEWOO Corporation, formerly known as DAEWOO International Corporation, is the owner of the “DAEWOO” trademark in more than 160 countries worldwide. Since ... Daewoo Group was a major South Korean chaebol (type of conglomerate) and automobile manufacturer. Daewoo It was founded on 22 March 1967 as Daewoo Industrial. POSCO DAEWOO Corporation, formerly known as DAEWOO International Corporation, is the owner of the “DAEWOO” trademark in more than 160 countries worldwide. Website: http://www.daewoo.com. External link for DAEWOO INTERNATIONAL CORPORATION. Industry: International Trade and Development. Daewoo International (Europe) Ltd is a specialised distributor of electrical and non elctrical products since 2001. The company distributes a varied range of ... The company was founded by Kim Woo-choong in 1967 as Daewoo Industrial Co., Ltd, which ran its business in trading and construction. Daewoo International Corp. is engaged in manufacturing, provision of export services and export agent services, intermediary trade, distribution, ... Daewoo International maintains an office in Iran, according to its website. It is an international trading company involved in everything from chemicals to ... We have a fully refurbished/like new DAEWOO INTERNATIONAL (AMERICA) CORP. products available for immediate dispatch upon order. View our product list below.",2738,0.455683377,"42"
"403",403,-2.505984752,-3.526620229,-1.614025965,"Kansas Cattlemen’s Association","Agri","The Kansas Cattlemen's Association is committed to restoring profits, self-esteem, freedom, fair trade, trust, and community pride back to the farms, ranches ... Kansas Cattlemen's Association, Junction City, Kansas. 9376 likes · 107 talking about this · 12 were here. Independent Cattle Producers providing a... The Kansas Cattleman's Association (KCA) formed in 1998 serves USA agriculture and independent beef producers since 1998. The Kansas Cattlemen's Association is a grassroots cattle association that offers scholarships for students pursuing education related to the cattle industry. The Kansas Cattleman's Association (KCA) formed in 1998 serves USA agriculture and independent beef producers since 1998. The Kansas Cattlemen's ... Membership · News Center · Cattle Feeding · Dairy · Programs · Events & Meetings · About KLA · Affiliates · Resources · Join or Renew Membership. NCBA is the marketing organization and trade association for cattle farmers and ranchers. NCBA Vision: To be the trusted leader and definitive voice of the U.S. ... The Kansas Livestock Association is a trade association representing 5,600 members on legislative and regulatory issues. KLA was formed in 1894 when a group of ... The Association represents catlemen in Kansas. KCA acts as a lobbying group and communications network. KCA offers educational resources, politcal reprsentation ... News - February 24, 2025. Kansas Cattlemen CEO not too concerned about USDA layoffs at NBAF. Stay Up to Date. Subscribe for our newsletter today and receive ...",1707.5,0.4879067,"11"
"404",404,-1.599181379,-2.886416887,-0.491247258,"North American Energy Standards Board","Sector","Register With NAESB Mail today! If you should encounter any problems or need further information, please call (713) 356-0060. Privacy Policy | Terms ... The North American Energy Standards Board (NAESB, often pronounced nays-bee) is a natural gas and electricity industry organization. The North American Energy Standards Board (NAESB) serves as an industry forum for the development and promotion of standards. NAESB, the North American Energy Standards Board, was formed to create a seamless natural gas and electric power marketplace. North American Energy Standards Board. 1301 Fannin, Suite 2350, Houston, Texas 77002. Phone: (713) 356-0060, Fax: (713) 356-0067, E-mail: naesb@naesb.org. Home ... The North American Energy Standards Board serves as an industry forum for the development and promotion of standards to support the ... The Base Contract for Sale and Purchase of Natural Gas (Base. Contract) is a standardized contract form published by the North. American ...",3893,0.61101266,"22"
